,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
306,306,Southeast Louisiana,16-9,0.4313,0.4178 (312),259,4-3,0.4556,179,0.4835
307,307,Stephen F. Austin,17-9,0.4312,0.4214 (305),295,5-2,0.4352,172,0.4869
308,308,Nicholls State,2-21,0.4312,0.4185 (309),206,1-6,0.4798,325,0.3451
309,309,Jackson State,12-17,0.4311,0.4257 (299),217,2-7,0.4754,274,0.4267
310,310,Florida A&M,14-16,0.4285,0.4207 (306),232,1-8,0.4675,262,0.4381
311,311,Hampton,13-17,0.4280,0.4204 (307),129,2-9,0.5105,271,0.4293
312,312,Lehigh,18-10,0.4241,0.4035 (315),314,5-6,0.4071,194,0.4788
313,313,Morgan State,11-16,0.4238,0.4222 (302),55,1-6,0.5464,284,0.4197
314,314,Southern University,11-16,0.4230,0.4183 (310),251,2-6,0.4595,285,0.4191
315,315,Mississippi Valley State,21-6,0.4193,0.4055 (314),213,5-3,0.4769,134,0.5089
316,316,Radford,10-16,0.4182,0.3985 (319),312,3-6,0.4077,295,0.4098
317,317,Coppin State,18-14,0.4181,0.4013 (316),253,2-9,0.4594,234,0.4542
318,318,,18-7,0.4158,0.3942 (321),302,6-3,0.4241,161,0.4918
319,319,Alabama A&M,13-16,0.4145,0.3989 (318),282,2-6,0.4408,280,0.4230
320,320,South Carolina State,17-11,0.4130,0.3993 (317),194,2-6,0.4848,218,0.4615
321,321,High Point,17-11,0.4116,0.3852 (323),303,5-4,0.4205,220,0.4605
322,322,Howard,6-22,0.4086,0.3981 (320),268,2-7,0.4523,321,0.3600
323,323,Maryland-Eastern Shore,8-21,0.4045,0.3870 (322),298,1-8,0.4292,318,0.3723
324,324,Texas Southern,13-15,0.4016,0.3792 (325),320,3-6,0.3978,287,0.4173
325,325,Bethune-Cookman,8-21,0.3996,0.3833 (324),301,1-9,0.4263,320,0.3687
326,326,Norfolk State,12-16,0.3710,0.3377 (326),325,1-7,0.3635,310,0.3854
