,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
305,305,Cal State Fullerton,12-18,0.4444,0.4262 (314),334,6-5,0.4217,268,0.4414
306,306,Alcorn State,9-23,0.4439,0.4398 (296),40,1-12,0.5507,311,0.4100
307,307,North Carolina Central,19-9,0.4439,0.4356 (303),104,4-7,0.5238,155,0.5101
308,308,Liberty,12-20,0.4438,0.4411 (295),225,2-10,0.4818,287,0.4295
309,309,William & Mary,12-17,0.4437,0.4278 (311),322,5-5,0.4331,270,0.4413
310,310,IPFW,14-17,0.4436,0.4236 (319),344,6-7,0.4106,254,0.4493
311,311,Elon,19-11,0.4435,0.4334 (305),150,5-5,0.5082,177,0.4951
312,312,Central Arkansas,11-17,0.4423,0.4287 (308),268,4-5,0.4625,288,0.4291
313,313,Jacksonville,12-18,0.4409,0.4217 (321),283,3-8,0.4562,280,0.4348
314,314,Florida A&M,6-23,0.4387,0.4279 (310),274,1-11,0.4588,331,0.3821
315,315,Longwood,6-25,0.4387,0.4285 (309),216,1-12,0.4864,332,0.3808
316,316,Northern Kentucky,11-16,0.4384,0.4196 (325),297,2-7,0.4495,271,0.4410
317,317,Presbyterian,5-24,0.4372,0.4263 (313),281,1-11,0.4566,340,0.3671
318,318,Portland State,6-20,0.4365,0.4243 (317),263,1-5,0.4663,339,0.3715
319,319,The Citadel,6-22,0.4360,0.4257 (315),308,1-8,0.4446,330,0.3830
320,320,Eastern Washington,10-21,0.4359,0.4266 (312),285,3-8,0.4554,321,0.4021
321,321,Appalachian State,13-16,0.4358,0.4209 (323),330,2-7,0.4278,263,0.4427
322,322,Howard,6-23,0.4353,0.4238 (318),139,2-10,0.5126,334,0.3777
323,323,North Carolina A&T,18-16,0.4338,0.4244 (316),249,6-8,0.4717,213,0.4692
324,324,Delaware State,13-18,0.4330,0.4185 (326),175,3-9,0.5018,269,0.4414
325,325,Arkansas-Pine Bluff,16-14,0.4315,0.4219 (320),107,1-11,0.5232,202,0.4778
326,326,Gardner-Webb,18-12,0.4303,0.4131 (328),267,6-6,0.4626,195,0.4843
327,327,Furman,5-24,0.4294,0.4168 (327),338,1-8,0.4160,343,0.3621
328,328,Utah Valley,10-18,0.4277,0.4201 (324),286,7-12,0.4545,297,0.4166
329,329,Sacramento State,12-15,0.4247,0.4089 (331),317,4-3,0.4378,283,0.4336
330,330,Norfolk State,21-11,0.4225,0.3975 (335),262,5-10,0.4682,172,0.4982
331,331,Hampton,14-17,0.4225,0.4120 (329),296,3-11,0.4504,286,0.4312
332,332,Alabama State,9-22,0.4213,0.4114 (330),167,1-11,0.5037,328,0.3904
333,333,High Point,15-13,0.4202,0.4070 (332),275,3-8,0.4588,249,0.4496
334,334,Radford,10-19,0.4197,0.4035 (334),303,3-9,0.4466,316,0.4078
335,335,Mississippi Valley State,5-23,0.4188,0.4052 (333),176,0-10,0.5015,344,0.3565
336,336,Montana State,11-17,0.4178,0.3951 (337),346,1-6,0.3943,317,0.4056
337,337,Morgan State,17-15,0.4150,0.3952 (336),309,4-8,0.4427,235,0.4571
338,338,New Orleans,4-18,0.4129,0.3880 (341),341,4-18,0.4129,346,0.3454
339,339,VMI,11-17,0.4124,0.3934 (338),320,2-8,0.4346,303,0.4151
340,340,Alabama A&M,9-20,0.4103,0.3932 (339),124,2-7,0.5164,329,0.3885
341,341,Prairie View A&M,12-19,0.4074,0.3904 (340),230,2-8,0.4796,315,0.4086
342,342,Jackson State,11-18,0.4043,0.3822 (343),209,1-8,0.4904,309,0.4104
343,343,Houston Baptist,11-17,0.4042,0.3808 (344),332,6-11,0.4257,310,0.4100
344,344,Grambling,0-28,0.4029,0.3862 (342),238,0-9,0.4775,347,0.3022
345,345,Southern,20-9,0.4020,0.3802 (345),217,3-6,0.4856,180,0.4944
346,346,Texas-Pan American,12-16,0.3977,0.3740 (346),342,7-12,0.4116,306,0.4119
347,347,New Jersey Tech,12-13,0.3891,0.3564 (347),345,6-10,0.3975,300,0.4156
