,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
306,306,Northern Illinois,8-21,0.4470,0.4311 (310),252,3-9,0.4671,318,0.4040
307,307,Southeast Louisiana,12-14,0.4470,0.4382 (300),212,3-6,0.4818,226,0.4647
308,308,Army,10-19,0.4459,0.4392 (297),318,7-7,0.4337,279,0.4317
309,309,Maryland-Eastern Shore,7-22,0.4452,0.4420 (287),137,1-10,0.5099,323,0.3926
310,310,Western Illinois,4-23,0.4438,0.4328 (309),339,2-7,0.4118,336,0.3689
311,311,Seattle,11-20,0.4438,0.4296 (312),300,11-20,0.4438,290,0.4259
312,312,New Hampshire,11-18,0.4434,0.4282 (314),317,5-7,0.4355,274,0.4329
313,313,Sacred Heart,11-18,0.4432,0.4246 (320),299,5-6,0.4442,273,0.4335
314,314,Mississippi Valley State,13-19,0.4427,0.4358 (303),26,1-12,0.5620,250,0.4475
315,315,Longwood,8-19,0.4403,0.4251 (319),309,8-19,0.4403,319,0.4017
316,316,CS Fullerton,10-20,0.4400,0.4261 (316),316,3-10,0.4356,303,0.4171
317,317,Morgan State,17-14,0.4387,0.4256 (317),207,5-7,0.4842,209,0.4727
318,318,Lamar,9-17,0.4380,0.4278 (315),289,2-8,0.4487,297,0.4239
319,319,UC Irvine,12-19,0.4368,0.4133 (325),335,6-8,0.4199,296,0.4239
320,320,Bethune-Cookman,17-12,0.4355,0.4287 (313),129,3-8,0.5124,198,0.4822
321,321,Arkansas-Pine Bluff,7-24,0.4344,0.4252 (318),78,0-12,0.5351,326,0.3867
322,322,Portland State,13-16,0.4339,0.4177 (324),330,8-5,0.4277,275,0.4326
323,323,Alcorn State,4-24,0.4329,0.4230 (321),30,0-10,0.5600,337,0.3663
324,324,Eastern Kentucky,13-16,0.4308,0.4121 (327),341,4-6,0.4096,262,0.4417
325,325,Chicago State,4-25,0.4301,0.4207 (322),199,1-15,0.4864,339,0.3604
326,326,Coppin State,13-14,0.4300,0.4107 (328),179,2-8,0.4954,246,0.4507
327,327,Stephen F. Austin,14-11,0.4265,0.4093 (330),340,5-3,0.4104,229,0.4621
328,328,Texas-Pan American,3-25,0.4255,0.4206 (323),220,1-14,0.4790,343,0.3409
329,329,South Carolina State,6-22,0.4252,0.4126 (326),298,0-10,0.4443,335,0.3689
330,330,Florida A&M,8-20,0.4213,0.4047 (332),234,1-10,0.4736,329,0.3846
331,331,Texas Southern,19-12,0.4188,0.4020 (333),91,2-9,0.5279,191,0.4863
332,332,Alabama State,15-17,0.4187,0.4106 (329),140,1-10,0.5088,257,0.4429
333,333,North Carolina Central,11-15,0.4183,0.3938 (335),337,11-15,0.4183,278,0.4325
334,334,Southern University,3-24,0.4175,0.4069 (331),92,0-9,0.5276,344,0.3391
335,335,Hampton,23-8,0.4162,0.3913 (338),281,9-3,0.4551,153,0.5026
336,336,Northwestern State,16-13,0.4150,0.3897 (339),343,6-6,0.3995,237,0.4566
337,337,Prairie View A&M,7-22,0.4142,0.3934 (336),143,0-10,0.5080,334,0.3715
338,338,Jackson State,15-15,0.4106,0.3916 (337),97,2-8,0.5248,249,0.4479
339,339,Alabama A&M,10-15,0.4085,0.3958 (334),35,0-6,0.5559,308,0.4119
340,340,Grambling State,12-21,0.4051,0.3868 (340),249,2-10,0.4681,316,0.4051
341,341,Houston Baptist,5-24,0.4004,0.3853 (341),314,2-13,0.4366,345,0.3349
342,342,North Dakota,15-14,0.3981,0.3808 (342),265,4-10,0.4642,271,0.4366
343,343,Utah Valley,15-11,0.3940,0.3786 (343),310,4-9,0.4396,251,0.4468
344,344,New Jersey Tech,11-15,0.3935,0.3734 (344),294,2-11,0.4454,315,0.4055
345,345,South Dakota,14-15,0.3719,0.3365 (345),345,5-9,0.3904,317,0.4050
