,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
305,305,Navy,13-17,0.4419,0.4363 (298),299,6-9,0.4461,265,0.4377
306,306,Furman,11-17,0.4419,0.4179 (322),331,4-5,0.4248,278,0.4295
307,307,Vermont,25-9,0.4417,0.4252 (313),306,10-5,0.4443,118,0.5256
308,308,McNeese State,7-20,0.4415,0.4274 (312),308,2-9,0.4438,315,0.4016
309,309,Bryant,1-29,0.4413,0.4338 (302),237,0-12,0.4725,346,0.3433
310,310,Army,13-15,0.4403,0.4338 (303),321,9-4,0.4364,247,0.4488
311,311,Texas Southern,15-16,0.4398,0.4403 (290),14,2-8,0.5841,227,0.4614
312,312,Monmouth,12-19,0.4391,0.4302 (308),283,4-8,0.4545,289,0.4242
313,313,Northwestern State,7-18,0.4378,0.4214 (316),320,2-7,0.4364,313,0.4027
314,314,Howard,7-25,0.4372,0.4296 (310),188,1-14,0.4924,330,0.3849
315,315,Florida A&M,8-22,0.4370,0.4231 (314),224,3-10,0.4775,319,0.3959
316,316,Northern Colorado,23-7,0.4367,0.4097 (328),345,11-2,0.4107,117,0.5257
317,317,Stony Brook,21-9,0.4360,0.4207 (318),333,7-5,0.4236,142,0.5155
318,318,Florida Gulf Coast,8-21,0.4354,0.4192 (319),342,3-6,0.4171,321,0.3952
319,319,Texas-Pan American,6-27,0.4353,0.4310 (306),165,1-18,0.5018,336,0.3761
320,320,Bucknell,14-17,0.4326,0.4123 (327),337,5-11,0.4229,258,0.4413
321,321,South Carolina State,15-14,0.4305,0.4226 (315),282,3-7,0.4557,225,0.4644
322,322,Coppin State,5-22,0.4303,0.4150 (324),260,2-8,0.4630,337,0.3655
323,323,Maryland-Eastern Shore,11-21,0.4292,0.4182 (320),267,2-12,0.4608,308,0.4104
324,324,Quinnipiac,23-9,0.4290,0.4180 (321),261,6-5,0.4629,147,0.5139
325,325,Lafayette,19-13,0.4289,0.4149 (325),341,9-6,0.4178,209,0.4751
326,326,Jackson State,18-12,0.4281,0.4207 (317),63,1-10,0.5363,199,0.4808
327,327,Mississippi Valley State,8-23,0.4268,0.4155 (323),159,0-12,0.5032,325,0.3910
328,328,St. Francis (NY),11-18,0.4262,0.4084 (329),276,3-8,0.4568,294,0.4193
329,329,Bethune-Cookman,14-16,0.4242,0.4127 (326),228,6-6,0.4747,259,0.4412
330,330,Coastal Carolina,24-6,0.4238,0.4011 (332),325,7-2,0.4327,136,0.5179
331,331,North Carolina Central,3-22,0.4235,0.3973 (335),334,3-22,0.4235,347,0.3413
332,332,Savannah State,7-15,0.4233,0.4010 (333),335,7-15,0.4233,316,0.3999
333,333,High Point,13-15,0.4223,0.4015 (331),340,3-6,0.4184,254,0.4442
334,334,Sacred Heart,14-15,0.4186,0.3991 (334),286,7-4,0.4529,263,0.4379
335,335,Hampton,14-18,0.4177,0.3929 (337),322,5-9,0.4354,283,0.4269
336,336,Southern University,5-24,0.4144,0.4027 (330),192,2-9,0.4903,343,0.3488
337,337,Central Connecticut State,12-18,0.4092,0.3916 (338),347,3-8,0.3853,309,0.4093
338,338,Prairie View A&M,12-14,0.4091,0.3878 (339),149,1-6,0.5071,272,0.4318
339,339,North Dakota,6-22,0.4087,0.3939 (336),218,1-14,0.4807,339,0.3617
340,340,Grambling State,6-21,0.4043,0.3875 (340),231,1-6,0.4742,340,0.3611
341,341,Alabama State,13-15,0.4002,0.3770 (341),288,0-8,0.4524,275,0.4312
342,342,New Jersey Tech,7-21,0.3945,0.3758 (342),246,2-12,0.4683,341,0.3561
343,343,Houston Baptist,12-21,0.3944,0.3744 (343),317,1-17,0.4380,327,0.3898
344,344,South Dakota,18-9,0.3941,0.3650 (345),209,5-8,0.4833,216,0.4704
345,345,Alabama A&M,8-15,0.3910,0.3684 (344),184,0-4,0.4930,332,0.3806
346,346,Chicago State,6-22,0.3886,0.3629 (346),313,2-13,0.4404,345,0.3433
347,347,Utah Valley,8-18,0.3797,0.3518 (347),304,3-10,0.4444,342,0.3498
