,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
306,306,Charleston Southern,10-17,0.4326,0.0000 (1),180,2-10,0.4879,289,0.4170
307,307,Boston University,22-9,0.4324,0.0000 (1),224,6-6,0.4746,149,0.5017
308,308,Hampton,25-6,0.4311,0.0000 (1),248,5-5,0.4648,105,0.5249
309,309,Elon,11-16,0.4306,0.0000 (1),189,3-8,0.4854,274,0.4248
310,310,Coastal Carolina,8-20,0.4294,0.0000 (1),218,3-10,0.4763,304,0.3934
311,311,Binghamton,9-19,0.4290,0.0000 (1),290,3-9,0.4458,300,0.4021
312,312,UNC Asheville,12-14,0.4250,0.0000 (1),209,2-9,0.4799,263,0.4341
313,313,Alabama A&M,15-10,0.4206,0.0000 (1),149,2-3,0.5011,219,0.4655
314,314,Liberty,3-24,0.4202,0.0000 (1),293,1-11,0.4435,324,0.3429
315,315,Maryland-Eastern Shore,11-18,0.4195,0.0000 (1),255,4-6,0.4619,293,0.4095
316,316,Alabama State,18-12,0.4195,0.0000 (1),304,4-5,0.4324,222,0.4646
317,317,Winthrop,17-11,0.4190,0.0000 (1),171,4-7,0.4922,217,0.4660
318,318,Alcorn State,20-9,0.4182,0.0000 (1),298,1-7,0.4360,182,0.4861
319,319,Southern University,7-19,0.4181,0.0000 (1),283,1-7,0.4490,311,0.3809
320,320,Mississippi Valley State,11-16,0.4176,0.0000 (1),262,2-6,0.4600,290,0.4151
321,321,Delaware State,16-13,0.4147,0.0000 (1),301,3-6,0.4342,247,0.4490
322,322,,9-14,0.4110,0.0000 (),317,9-14,0.4110,297,0.4061
323,323,Vermont,21-8,0.4071,0.0000 (1),308,7-4,0.4271,180,0.4863
324,324,Sacramento State,7-19,0.4061,0.0000 (1),324,4-8,0.3293,317,0.3719
